location_name,street_address,city,state,zip_code,latitude,longitude,charging_details,amenities,superchargers_count,when_available,power_capacity,state_name,brand,updated
Main Street Cupertino,19500 Vallco Parkway,Cupertino,CA,95014-0000,37.324211,-122.008437,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",10, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Los Alamitos Race Course,4959 Katella Ave,Cypress,CA,90720,33.804303,-118.044193,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Mission Plaza Shopping Center,6917 Mission Street,Daly City,CA,94014,37.697623,-122.464173,"15 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",15, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Serramonte Center,3 Serramonte Center,Daly City,CA,94015,37.673343,-122.472475,"40 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",40, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Oakshade Town Center,2107-2151 Cowell Blvd,Davis,CA,95618,38.542148,-121.725709,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Diamond Hills Plaza,2785 South Diamond Bar Boulevard,Diamond Bar,CA,91765,33.975922,-117.838337,"24 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",24, 24/7, 250kW,California,Tesla superchargers,2024-07-27
The Commons at Gallatin Road,9500 Lakewood Boulevard,Downey,CA,90240-3307,33.953699,-118.112708,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",12, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Stonewood Center,251 Stonewood Street,Downey,CA,90241,33.934605,-118.120316,"12 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Shamrock Village,7841  Amador Valley Boulevard,Dublin,CA,94568,37.706368,-121.935006,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Fallon Gateway,2800 Dublin Boulevard,Dublin,CA,94568,37.702155,-121.852508,"10 Superchargers, available 24/7, up to 150kW","wifi, shopping, beverage, restrooms",10, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Tesla Service Center Dublin,6701 Amador Plaza Road,Dublin,CA,94568-2933,37.70307,-121.925802,"14 Superchargers, available 24/7, up to 150kW","wifi, beverage, restrooms",14, 24/7, 150kW,California,Tesla superchargers,2024-07-27
IKEA,1700  East Bayshore Road,East Palo Alto,CA,94303,37.4606492,-122.1382061,"20 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Gateway 101,1771 East Bayshore Road,East Palo Alto,CA,94303,37.460534,-122.137868,"20 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Eastvale Gateway,12471 Limonite Avenue,Eastvale,CA,91752,33.975412,-117.555758,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Imperial Valley Mall,3551 S Dogwood Rd,El Centro,CA,92243-9679,32.761499,-115.534751,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Khan Korean BBQ,330 Wake Avenue,El Centro,CA,92243,32.771316,-115.55063,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
El Cerrito Plaza,280 El Cerrito Plaza,El Cerrito,CA,94530,37.898685,-122.300652,"14 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",14, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Yosemite View Lodge,11136 CA-140,El Portal,CA,95318,37.679316,-119.762721,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Laguna Promenade,7119  Elk Grove Boulevard,Elk Grove,CA,95758,38.409166,-121.418858,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Laguna 99 Plaza,8451 Elk Grove Boulevard,Elk Grove,CA,95758,38.409381,-121.390618,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Powell Street Plaza,5795 Christie Avenue,Emeryville,CA,94608,37.837517,-122.295135,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Bayshore Mall,3300 Broadway St.,Eureka,CA,95501-3809,40.77928,-124.188612,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Courtyard by Marriott Fairfield Napa Valley Area,1350 Holiday Lane,Fairfield,CA,94534,38.256883,-122.065391,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Solano Town Center Mall,1350 Travis Blvd.,Fairfield,CA,94533-3432,38.261823,-122.052028,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, restrooms",12, 24/7, 150kW,California,Tesla superchargers,2024-07-27
"Firebaugh, CA",46272 West Panoche Road,Firebaugh,CA,93622,36.639473,-120.625941,"56 Superchargers, available 24/7, up to 250kW","restaurants, lodging, restrooms",56, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Tenaya Lodge,1122 Highway 41,Fish Camp,CA,93623,37.47403,-119.637861,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Folsom Premium Outlets,220 Iron Point Rd.,Folsom,CA,95630-9000,38.642337,-121.188104,"4 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",4, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Palladio at Broadstone,220 Palladio Parkway,Folsom,CA,95630-8784,38.64762,-121.118573,"20 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Falcon Ridge Town Center,152234 Summit Avenue,Fontana,CA,92336,34.15128,-117.471555,"24 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",24, 24/7, 150kW,California,Tesla superchargers,2024-07-27
The Boatyard Shopping Center,171 Boatyard Drive,Fort Bragg,CA,95437,39.421156,-123.805913,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
PetSmart/Souplantation,17940 Newhope Street,Fountain Valley,CA,92708-5422,33.702563,-117.934393,"16 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",16, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Plavan Plaza Shopping Center,9430  Warner Avenue,Fountain Valley,CA,92708,33.715813,-117.964629,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Tesla Fremont Delivery,45500 Fremont Blvd,Fremont,CA,94538-6326,37.492356,-121.946558,"8 Superchargers, available 24/7, up to 250kW","wifi, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Archstone Apartments,39410 Civic Center Dr,Fremont,CA,94538,37.554992,-121.9742,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Target,39201 Fremont Blvd.,Fremont,CA,94538-1301,37.544715,-121.983675,"12 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",12, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Target - Pacific Commons,43950 Pacific Commons Boulevard,Fremont,CA,94538,37.502073,-121.967167,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Marketplace at El Paseo,6623 N Riverside Dr,Fresno,CA,93722-9322,36.834368,-119.909391,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, restrooms",10, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Villaggio Shopping Center,7965 North Blackstone Avenue,Fresno,CA,93720,36.85009,-119.791168,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Marketplace at El Paseo,5001 North Riverside Drive,Fresno,CA,93722,36.832867,-119.907905,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Fullerton Town Center,220  East Orangethorpe Avenue,Fullerton,CA,92832,33.859834,-117.92203,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Gilroy Premium Outlets,Leavesley Rd,Gilroy,CA,95020-3647,37.02445,-121.56535,"16 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",16, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Target,6705 Camino Arroyo,Gilroy,CA,95020,37.001373,-121.554017,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
In N Out Parking Lot,300 Harvey Drive,Glendale,CA,91206,34.147831,-118.227454,"16 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
The Americana at Brand,899 Americana Way,Glendale,CA,91210,34.144497,-118.257393,"20 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Camino Real Marketplace,7004 Marketplace Drive,Goleta,CA,93117,34.429199,-119.873314,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Granada Village,10823 Zelzah Avenue,Granada Hills,CA,91344,34.266462,-118.526744,"24 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",24, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Bon Air Center,50 Bon Air Center,Greenbrae,CA,94904,37.944669,-122.522257,"14 Superchargers, available 24/7, up to 72kW","restaurants, shopping, beverage, restrooms",14, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Santa Lucia Square,560 Walnut Avenue,Greenfield,CA,93927,36.328653,-121.245518,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
County Parking Lot,11875 Ponderosa Lane,Groveland,CA,95321,37.8388,-120.23175,"7 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage",7, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Pea Soup Andersen's,12411 CA-33,Gustine,CA,95322,37.109819,-121.015847,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, lodging, beverage, restrooms",12, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Harris Ranch Inn and Restaurant,24505 W Dorris Ave,Coalinga,CA,93210-9667,36.253606,-120.238307,"18 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",18, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Courtyard by Marriott,4427 West El Segundo Boulevard,Hawthorne,CA,90250,33.918141,-118.353448,"12 Superchargers, available 24/7, up to 72kW","restaurants, lodging, beverage, restrooms",12, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Target,2700 West 120th Avenue,Hawthorne,CA,90250,33.922935,-118.322136,"20 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Target,19661 Hesperian Boulevard,Hayward,CA,94541,37.667225,-122.120691,"16 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, lodging, beverage, restrooms",16, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Plaza Hermosa,710 16th St.,Hermosa Beach,CA,90254,33.865262,-118.395161,"20 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Topaz Marketplace,14135  Main Street,Hesperia,CA,92345,34.42607,-117.354519,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Target,12795 Main Street,Hesperia,CA,92345,34.42469,-117.385621,"20 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
San Manuel Village,27961 Highland Avenue,Highland,CA,92346,34.135635,-117.194159,"8 Superchargers, available 24/7, up to 250kW","restaurants, lodging, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Casa de Fruta,10021 Pacheco Pass Hwy,Hollister,CA,95023-9541,36.9901,-121.381456,"20 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",20, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Kahala Hotel &amp; Resort,5000  Kahala Avenue,Honolulu,HI,96816,21.271694,-157.774028,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",12, 24/7, 250kW,Hawaii,Tesla superchargers,2024-07-27
Indio Towne Center,42100 Jackson Street,Indio,CA,92203-9736,33.741875,-116.215035,"36 Superchargers, available 24/7, up to 250kW","wifi, restrooms",36, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Inyokern Market,1353 Brown Road,Inyokern,CA,93527,35.646423,-117.812325,"4 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",4, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Classic Burgers,6525  West Inyokern Road,Inyokern,CA,93527,35.64602,-117.813062,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, restrooms",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Heritage Plaza,14346 Culver Drive,Irvine,CA,92604,33.706923,-117.785242,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Irvine Concourse,1920 Main Street,Irvine,CA,92614,33.684599,-117.852978,"16 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Park Place,3021 Michelson Drive,Irvine,CA,92612-0626,33.673398,-117.84531,"12 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 72kW,California,Tesla superchargers,2024-07-27
Orange Tree Square Shopping Center,5406 Walnut Avenue,Irvine,CA,92604,33.690589,-117.769242,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Mel's Diner,31 CA-88,Jackson,CA,95642,38.34868,-120.775299,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Bravo Farms,33341 Bernard Drive,Kettleman City,CA,93239,35.985884,-119.95798,"55 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",55, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Burger King,600 Canal St,King City,CA,93930,36.202379,-121.129283,"16 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Grossmont Trolley Center,8555 Fletcher Parkway,La Mesa,CA,91942,32.780677,-117.013012,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage",12, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Moulton Ranch Center,25248 Cabot Rd,Laguna Hills,CA,92653,33.595329,-117.675554,"16 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Lake Arrowhead Village,28200 CA-189,Lake Arrowhead,CA,92352,34.251487,-117.190242,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping",8, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Lake Elsinore City Center,31500 Grape Street,Lake Elsinore,CA,92532,33.659471,-117.294529,"16 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",16, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Outlets at Lake Elsinore,17600 Collier Avenue,Lake Elsinore,CA,92530,33.699682,-117.349942,"21 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",21, 24/7, 150kW,California,Tesla superchargers,2024-07-27
Lake Forest Village Shopping Center,24301 Muirlands Boulevard,Lake Forest,CA,92630,33.629389,-117.705886,"24 Superchargers, available 24/7, up to 250kW",,24, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Lakewood Marketplace,5929 South Street,Lakewood,CA,90713,33.858572,-118.116482,"20 Superchargers, available 24/7, up to 250kW","restaurants, restrooms",20, 24/7, 250kW,California,Tesla superchargers,2024-07-27
Power Market,192 Lathrop Road,Lathrop,CA,95330,37.826242,-121.286263,"11 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",11, 24/7, 250kW,California,Tesla superchargers,2024-07-27
