location_name,location_number,street,city,state_name,zip,phone,latitude,longitude,open_date,state,brand,updated
Richmond TX - The Grand at Aliana,6495,10405 W Grand Parkway S,Richmond,Texas,774078718,8325325201,29.653908501310323,-95.71056944565571,2023-10-16,TX,Olive Garden,2024-03-30
Rosenberg,4422,24221 Southwest Freeway,Rosenberg,Texas,774715983,2812327877,29.54409259,-95.75044954,2012-03-26,TX,Olive Garden,2024-03-30
Burlington - North Carolina,1734,1770 Glidewell Drive,Burlington,North Carolina,272158245,3365841171,36.06794,-79.518157,2007-09-10,NC,Olive Garden,2024-03-30
Martinsburg,4440,891 Foxcroft Avenue,Martinsburg,West Virginia,254011852,3042601080,39.44917108,-77.98861611,2012-11-26,WV,Olive Garden,2024-03-30
Auburn ME - Turner St,6480,10 Subaru Drive,Auburn,Maine,042105769,2073768149,44.11933,-70.23241,2023-05-22,ME,Olive Garden,2024-03-30
Watertown,1823,20988 Salmon Run Mall Loop Rd,Watertown,New York,136012290,3157862934,43.97526,-75.95534,2011-04-25,NY,Olive Garden,2024-03-30
South Portland,1296,200 Gorham Road,South Portland,Maine,041062409,2078749005,43.633159,-70.325831,1992-01-08,ME,Olive Garden,2024-03-30
Manhattan Town Center,1843,715 Tuttle Creek Blvd,Manhattan,Kansas,665026309,7855372445,39.18618,-96.55965,2010-04-26,KS,Olive Garden,2024-03-30
Salina,4456,2820 S 9th Street,Salina,Kansas,674017879,7858274266,38.78760435,-97.613826,2013-02-25,KS,Olive Garden,2024-03-30
High Point,4415,4006 Brian Jordan Place,High Point,North Carolina,272658337,3368415066,36.032653,-79.958862,2012-04-02,NC,Olive Garden,2024-03-30
Greensboro,1177,3000 Gate City Blvd,Greensboro,North Carolina,274033638,3368547094,36.049119,-79.835923,1989-11-20,NC,Olive Garden,2024-03-30
Danville - Piedmont Mall,1876,120 Collins Drive,Danville,Virginia,245405936,4347993980,36.59581,-79.424124,2011-04-18,VA,Olive Garden,2024-03-30
Manahawkin - Stafford Plaza,1872,234 Stafford Park Blvd.,Manahawkin,New Jersey,080502735,6099781202,39.71086035,-74.28695814,2011-05-23,NJ,Olive Garden,2024-03-30
Mays Landing - Hamilton Mall,1482,4403 Blackhorse Pike,Mays Landing,New Jersey,083303103,6096418585,39.452968,-74.647046,1995-04-24,NJ,Olive Garden,2024-03-30
Tom's River,1483,1277 Hooper Ave.,Toms River,New Jersey,087533399,7322409399,39.985099,-74.178486,1995-05-08,NJ,Olive Garden,2024-03-30
Southern Fiesta Mall - West Mesa Alma School Rd,1661,1261 W Southern Ave,Mesa,Arizona,852024810,4809645166,33.392567,-111.859038,1986-03-17,AZ,Olive Garden,2024-03-30
Terre Haute - Town South Plaza,1229,3820 South US Hwy 41,Terre Haute,Indiana,478024108,8122355177,39.42061,-87.414732,1990-12-03,IN,Olive Garden,2024-03-30
Eau Claire,1476,4920 Golf Rd.,Eau Claire,Wisconsin,547019098,7158380707,44.776142,-91.437717,1995-01-23,WI,Olive Garden,2024-03-30
Redding,1359,1025 Dana Drive,Redding,California,960034019,5302210158,40.585243,-122.351735,1992-11-09,CA,Olive Garden,2024-03-30
Uniontown,4446,517 W Main Street,Uniontown,Pennsylvania,154012601,7244379301,39.908183,-79.742791,2012-12-10,PA,Olive Garden,2024-03-30
Zanesville,1517,907 Howard St.,Zanesville,Ohio,437013769,7404534644,39.94639,-82.000294,1996-08-05,OH,Olive Garden,2024-03-30
Hutchinson,4461,1700 E 17th Ave,Hutchinson,Kansas,675011100,6207280556,38.07271737,-97.89719015,2013-03-25,KS,Olive Garden,2024-03-30
Wichita - Town East Mall,1224,323 N Rock Road,Wichita,Kansas,672062254,3166846757,37.691381,-97.2452,1990-10-01,KS,Olive Garden,2024-03-30
Huntsville - Texas,4427,225 Interstate 45 South,Huntsville,Texas,773404903,9362938216,30.71020867,-95.56561464,2012-04-30,TX,Olive Garden,2024-03-30
Texas City - Mall of the Mainland,1398,10212 Emmett F Lowry Expressway,Texas City,Texas,775912137,4099867471,29.403504,-95.024171,1993-07-19,TX,Olive Garden,2024-03-30
Alvin Hwy 6 Bypass,4464,162 N Bypass 35,Alvin,Texas,775112539,2813310322,29.42471166,-95.22615703,2013-07-01,TX,Olive Garden,2024-03-30
Lake Jackson - Brazos Mall,6443,151 State Hwy 288,Lake Jackson,Texas,775661407,9792973310,29.05177892,-95.45684204,2020-01-20,TX,Olive Garden,2024-03-30
Spokane - North Point Plaza,1851,9780 N Newport Highway,Spokane,Washington,992181249,5094661230,47.748896,-117.401636,2010-11-08,WA,Olive Garden,2024-03-30
Kennewick,1555,1420 N Louisiana Ave,Kennewick,Washington,993367164,5093743500,46.226512,-119.23212,2001-05-14,WA,Olive Garden,2024-03-30
East Wenatchee,1835,615 Valley Mall Parkway,East Wenatchee,Washington,988024837,5098860281,47.41290322,-120.291153,2010-03-22,WA,Olive Garden,2024-03-30
W. Wichita - New Market Square,1707,2641 N. Maize Rd,Wichita,Kansas,672057309,3167220991,37.731137,-97.463281,2006-11-06,KS,Olive Garden,2024-03-30
Boise Town Square Mall,1251,320 N Milwaukee Street,Boise,Idaho,837049121,2083223327,43.607988,-116.282805,1991-04-29,ID,Olive Garden,2024-03-30
Meridian ID - Orchard Park,6481,1399 W Chinden Blvd,Meridian,Idaho,836465555,2085639303,43.66241,-116.41456,2023-02-27,ID,Olive Garden,2024-03-30
Nampa - Market Place Drive,1731,16401 North Marketplace Blvd,Nampa,Idaho,836875018,2084428129,43.610824,-116.591053,2007-04-30,ID,Olive Garden,2024-03-30
Spanish Fork,6406,1092 North Canyon Creek Parkway,Spanish Fork,Utah,846601338,8017988773,40.12360398,-111.64224214,2017-11-20,UT,Olive Garden,2024-03-30
Davenport - ChampionsGate,6442,8065 Osceola Polk Line Road,Davenport,Florida,338969102,3216773467,28.260959,-81.609703,2021-07-05,FL,Olive Garden,2024-03-30
Aurora (Monterrey),10019,Plaza La Aurora,San Pedro Garza García,N/A,66278,8183634547,25.650097,-100.329342,2017-02-06,,Olive Garden,2024-03-30
California MD - Lexington Park,1797,45265 Abell House Lane,California,Maryland,206193210,3018623890,38.29974089,-76.51070883,2010-02-22,MD,Olive Garden,2024-03-30
Augusta ME,1524,205 Civic Center Dr,Augusta,Maine,043308033,2076219930,44.34445,-69.792343,1997-11-03,ME,Olive Garden,2024-03-30
Bangor,1430,741 Hogan Rd,Bangor,Maine,044013625,2079426209,44.839735,-68.742454,1993-12-13,ME,Olive Garden,2024-03-30
Weatherford,1772,315 IH-20 East,Weatherford,Texas,760866729,8175994207,32.731178,-97.786751,2008-09-29,TX,Olive Garden,2024-03-30
Elkton,1892,304 E Pulaski Hwy,Elkton,Maryland,219216435,4103928701,39.597646,-75.819615,2011-12-19,MD,Olive Garden,2024-03-30
Amarillo,1130,4121 West Interstate 40,Amarillo,Texas,791091530,8063559973,35.190743,-101.88343,1988-10-17,TX,Olive Garden,2024-03-30
Yakima,1352,222 Yakima Avenue,Yakima,Washington,989012628,5094570485,46.602587,-120.503288,1993-03-22,WA,Olive Garden,2024-03-30
Traverse City,1670,2800 N US 31 S,Traverse City,Michigan,496844529,2319411859,44.728437,-85.645134,2006-01-30,MI,Olive Garden,2024-03-30
Dover,1381,263 N Dupont Hwy,Dover,Delaware,199017509,3027345837,39.170505,-75.517604,1993-04-19,DE,Olive Garden,2024-03-30
Billings,1412,2201 Grant Rd,Billings,Montana,591027424,4066521395,45.754485,-108.57068,1993-10-18,MT,Olive Garden,2024-03-30
